Honest: 0 Rational: 8 Byzantine: 2
Fixed tx value 2000, reward, 200, fee 100
4 nodes risk 0.5, 4 nodes risk 0.2
1,0,2000,6,10,1
2,0,4000,10,10,2
3,0,6000,10,10,3
4,0,8000,10,10,4
5,0,10000,10,10,5
6,1,10000,10,10,6
7,2,10000,10,10,7
8,3,10000,10,10,8
9,4,10000,10,10,9
10,5,10000,10,10,10
11,6,10000,10,10,11
12,7,10000,10,10,12
13,8,10000,10,10,13
14,9,10000,10,10,14
15,10,10000,10,10,15
16,11,10000,10,10,16
17,12,10000,10,10,17
18,13,10000,10,10,18
19,14,10000,10,10,19
20,15,10000,10,10,20
21,16,10000,10,10,21
22,17,10000,10,10,22
23,18,10000,10,10,23
24,19,10000,10,10,24
25,20,10000,10,10,25
26,21,10000,10,10,26
27,22,10000,10,10,27
28,23,10000,10,10,28
29,24,10000,10,10,29
30,25,10000,10,10,30
31,26,10000,10,10,31
32,27,10000,10,10,32
33,28,10000,10,10,33
34,29,10000,10,10,34
35,30,10000,10,10,35
36,31,10000,10,10,36
37,32,10000,10,10,37
38,33,10000,10,10,38
39,34,10000,10,10,39
40,35,10000,10,10,40
41,36,10000,10,10,41
42,37,10000,10,10,42
43,38,10000,10,10,43
44,39,10000,10,10,44
45,40,10000,10,10,45
46,41,10000,10,10,46
47,42,10000,10,10,47
48,43,10000,10,10,48
49,44,10000,10,10,49
50,45,10000,10,10,50
51,46,10000,10,10,51
52,47,10000,10,10,52
53,48,10000,10,10,53
54,49,10000,10,10,54
55,50,10000,10,10,55
56,51,10000,10,10,56
57,52,10000,10,10,57
58,53,10000,10,10,58
59,54,10000,10,10,59
60,55,10000,10,10,60
61,56,10000,10,10,61
62,57,10000,10,10,62
63,58,10000,10,10,63
64,59,10000,10,10,64
65,60,10000,10,10,65
66,61,10000,10,10,66
67,62,10000,10,10,67
68,63,10000,10,10,68
69,64,10000,10,10,69
70,65,10000,10,10,70
71,66,10000,10,10,71
72,67,10000,10,10,72
73,68,10000,10,10,73
74,69,10000,10,10,74
75,70,10000,10,10,75
76,71,10000,10,10,76
77,72,10000,10,10,77
78,73,10000,10,10,78
79,74,10000,10,10,79
80,75,10000,10,10,80
81,76,10000,10,10,81
82,77,10000,10,10,82
83,78,10000,10,10,83
84,79,10000,10,10,84
85,80,10000,10,10,85
86,81,10000,10,10,86
87,82,10000,10,10,87
88,83,10000,10,10,88
89,84,10000,10,10,89
90,85,10000,10,10,90
91,86,10000,10,10,91
92,87,10000,10,10,92
93,88,10000,10,10,93
94,89,10000,10,10,94
95,90,10000,10,10,95
96,91,10000,10,10,96
97,92,10000,10,10,97
98,93,10000,10,10,98
99,94,10000,10,10,99
100,95,10000,10,10,100
