Honest: 5 Rational: 0 Byzantine: 0
Variable amounts of money sent between random nodes
Variable reward in each tx
1,0,2507,0,5,0
2,0,4520,0,5,0
3,0,6421,0,5,0
4,0,11152,0,5,0
5,0,13513,0,5,0
6,1,13252,0,5,0
7,2,12412,0,5,0
8,2,15211,0,5,0
9,4,13002,0,5,0
10,5,12128,0,5,0
11,6,13605,0,5,0
12,7,13322,0,5,0
13,9,10110,0,5,0
14,9,13051,0,5,0
15,9,14749,0,5,0
16,11,11179,0,5,0
17,13,9633,0,5,0
18,13,11104,0,5,0
19,15,11568,0,5,0
20,15,14561,0,5,0
21,17,14288,0,5,0
22,17,16403,0,5,0
23,18,15197,0,5,0
24,19,16721,0,5,0
25,21,11426,0,5,0
26,21,12507,0,5,0
27,21,15944,0,5,0
28,23,14940,0,5,0
29,25,11498,0,5,0
30,26,14271,0,5,0
31,27,13528,0,5,0
32,27,17002,0,5,0
33,28,19137,0,5,0
34,29,17281,0,5,0
35,31,11740,0,5,0
36,32,11719,0,5,0
37,33,9291,0,5,0
38,33,14417,0,5,0
39,33,17607,0,5,0
40,34,19060,0,5,0
41,35,22749,0,5,0
42,37,20348,0,5,0
43,38,18183,0,5,0
44,39,16415,0,5,0
45,41,9240,0,5,0
46,42,10549,0,5,0
47,43,8840,0,5,0
48,44,10047,0,5,0
49,44,15006,0,5,0
50,46,14131,0,5,0
51,46,18077,0,5,0
52,47,21361,0,5,0
53,48,21030,0,5,0
54,50,15211,0,5,0
55,50,16589,0,5,0
56,51,15063,0,5,0
57,51,19401,0,5,0
58,53,15191,0,5,0
59,54,17554,0,5,0
60,56,16924,0,5,0
61,57,16117,0,5,0
62,57,18435,0,5,0
63,57,21979,0,5,0
64,59,16223,0,5,0
65,59,18103,0,5,0
66,61,14423,0,5,0
67,62,15151,0,5,0
68,64,10012,0,5,0
69,64,14878,0,5,0
70,65,18438,0,5,0
71,67,13108,0,5,0
72,67,18192,0,5,0
73,69,13222,0,5,0
74,70,10602,0,5,0
75,70,15129,0,5,0
76,70,19517,0,5,0
77,72,21051,0,5,0
78,74,16892,0,5,0
79,74,20968,0,5,0
80,75,17859,0,5,0
81,76,17733,0,5,0
82,77,16379,0,5,0
83,79,9953,0,5,0
84,79,11889,0,5,0
85,81,7355,0,5,0
86,82,5800,0,5,0
87,83,6239,0,5,0
88,84,7490,0,5,0
89,85,11559,0,5,0
90,86,13892,0,5,0
91,86,15577,0,5,0
92,87,15174,0,5,0
93,88,15995,0,5,0
94,89,13806,0,5,0
95,89,15306,0,5,0
96,92,9076,0,5,0
97,92,10717,0,5,0
98,93,10229,0,5,0
99,95,10000,0,5,0
100,95,11906,0,5,0
