Honest: 0 Rational: 0 Byzantine: 5
Fixed tx value 2000, reward, 200, fee 100
1,0,2000,5,5,1
2,0,4000,5,5,2
3,0,6000,5,5,3
4,0,8000,5,5,4
5,0,10000,5,5,5
6,1,10000,5,5,6
7,2,10000,5,5,7
8,3,10000,5,5,8
9,4,10000,5,5,9
10,5,10000,5,5,10
11,6,10000,5,5,11
12,7,10000,5,5,12
13,8,10000,5,5,13
14,9,10000,5,5,14
15,10,10000,5,5,15
16,11,10000,5,5,16
17,12,10000,5,5,17
18,13,10000,5,5,18
19,14,10000,5,5,19
20,15,10000,5,5,20
21,16,10000,5,5,21
22,17,10000,5,5,22
23,18,10000,5,5,23
24,19,10000,5,5,24
25,20,10000,5,5,25
26,21,10000,5,5,26
27,22,10000,5,5,27
28,23,10000,5,5,28
29,24,10000,5,5,29
30,25,10000,5,5,30
31,26,10000,5,5,31
32,27,10000,5,5,32
33,28,10000,5,5,33
34,29,10000,5,5,34
35,30,10000,5,5,35
36,31,10000,5,5,36
37,32,10000,5,5,37
38,33,10000,5,5,38
39,34,10000,5,5,39
40,35,10000,5,5,40
41,36,10000,5,5,41
42,37,10000,5,5,42
43,38,10000,5,5,43
44,39,10000,5,5,44
45,40,10000,5,5,45
46,41,10000,5,5,46
47,42,10000,5,5,47
48,43,10000,5,5,48
49,44,10000,5,5,49
50,45,10000,5,5,50
51,46,10000,5,5,51
52,47,10000,5,5,52
53,48,10000,5,5,53
54,49,10000,5,5,54
55,50,10000,5,5,55
56,51,10000,5,5,56
57,52,10000,5,5,57
58,53,10000,5,5,58
59,54,10000,5,5,59
60,55,10000,5,5,60
61,56,10000,5,5,61
62,57,10000,5,5,62
63,58,10000,5,5,63
64,59,10000,5,5,64
65,60,10000,5,5,65
66,61,10000,5,5,66
67,62,10000,5,5,67
68,63,10000,5,5,68
69,64,10000,5,5,69
70,65,10000,5,5,70
71,66,10000,5,5,71
72,67,10000,5,5,72
73,68,10000,5,5,73
74,69,10000,5,5,74
75,70,10000,5,5,75
76,71,10000,5,5,76
77,72,10000,5,5,77
78,73,10000,5,5,78
79,74,10000,5,5,79
80,75,10000,5,5,80
81,76,10000,5,5,81
82,77,10000,5,5,82
83,78,10000,5,5,83
84,79,10000,5,5,84
85,80,10000,5,5,85
86,81,10000,5,5,86
87,82,10000,5,5,87
88,83,10000,5,5,88
89,84,10000,5,5,89
90,85,10000,5,5,90
91,86,10000,5,5,91
92,87,10000,5,5,92
93,88,10000,5,5,93
94,89,10000,5,5,94
95,90,10000,5,5,95
96,91,10000,5,5,96
97,92,10000,5,5,97
98,93,10000,5,5,98
99,94,10000,5,5,99
100,95,10000,5,5,100
