Honest: 5 Rational: 0 Byzantine: 0
Fixed tx value 2000, reward, 20, fee 100, balance 10000
1,0,2000,0,5,0,0
2,0,4000,0,5,0,0
3,0,6000,0,5,0,0
4,0,8000,0,5,0,0
5,0,10000,0,5,0,0
6,0,12000,0,5,0,0
7,0,14000,0,5,0,0
8,0,16000,0,5,0,0
9,0,18000,0,5,0,0
10,1,18000,0,5,0,0
11,2,18000,0,5,0,0
12,3,18000,0,5,0,0
13,4,18000,0,5,0,0
14,5,18000,0,5,0,0
15,6,18000,0,5,0,0
16,7,18000,0,5,0,0
17,8,18000,0,5,0,0
18,9,18000,0,5,0,0
19,10,18000,0,5,0,0
20,11,18000,0,5,0,0
21,12,18000,0,5,0,0
22,13,18000,0,5,0,0
23,14,18000,0,5,0,0
24,15,18000,0,5,0,0
25,16,18000,0,5,0,0
26,17,18000,0,5,0,0
27,18,18000,0,5,0,0
28,19,18000,0,5,0,0
29,20,18000,0,5,0,0
30,21,18000,0,5,0,0
31,22,18000,0,5,0,0
32,23,18000,0,5,0,0
32,24,16000,0,5,0,0
32,25,14000,0,5,0,0
33,26,14000,0,5,0,0
34,27,14000,0,5,0,0
35,28,14000,0,5,0,0
36,29,14000,0,5,0,0
37,30,14000,0,5,0,0
38,31,14000,0,5,0,0
39,32,14000,0,5,0,0
40,33,14000,0,5,0,0
41,34,14000,0,5,0,0
42,35,14000,0,5,0,0
43,36,14000,0,5,0,0
44,37,14000,0,5,0,0
45,38,14000,0,5,0,0
46,39,14000,0,5,0,0
47,40,14000,0,5,0,0
48,41,14000,0,5,0,0
49,42,14000,0,5,0,0
50,43,14000,0,5,0,0
51,44,14000,0,5,0,0
52,45,14000,0,5,0,0
53,46,14000,0,5,0,0
54,47,14000,0,5,0,0
55,48,14000,0,5,0,0
56,49,14000,0,5,0,0
57,50,14000,0,5,0,0
58,51,14000,0,5,0,0
59,52,14000,0,5,0,0
60,53,14000,0,5,0,0
61,54,14000,0,5,0,0
62,55,14000,0,5,0,0
63,56,14000,0,5,0,0
64,57,14000,0,5,0,0
65,58,14000,0,5,0,0
66,59,14000,0,5,0,0
67,60,14000,0,5,0,0
68,61,14000,0,5,0,0
69,62,14000,0,5,0,0
70,63,14000,0,5,0,0
71,64,14000,0,5,0,0
72,65,14000,0,5,0,0
73,66,14000,0,5,0,0
74,67,14000,0,5,0,0
75,68,14000,0,5,0,0
76,69,14000,0,5,0,0
77,70,14000,0,5,0,0
78,71,14000,0,5,0,0
79,72,14000,0,5,0,0
80,73,14000,0,5,0,0
81,74,14000,0,5,0,0
82,75,14000,0,5,0,0
83,76,14000,0,5,0,0
84,77,14000,0,5,0,0
85,78,14000,0,5,0,0
86,79,14000,0,5,0,0
86,80,12000,0,5,0,0
87,81,12000,0,5,0,0
88,82,12000,0,5,0,0
89,83,12000,0,5,0,0
90,84,12000,0,5,0,0
91,85,12000,0,5,0,0
92,86,12000,0,5,0,0
93,87,12000,0,5,0,0
94,88,12000,0,5,0,0
95,89,12000,0,5,0,0
96,90,12000,0,5,0,0
97,91,12000,0,5,0,0
